image,C2 bottom left_x,C2 bottom left_y,C2 bottom right_x,C2 bottom right_y,C2 centroid_x,C2 centroid_y,C3 bottom left_x,C3 bottom left_y,C3 bottom right_x,C3 bottom right_y,C3 top left_x,C3 top left_y,C3 top right_x,C3 top right_y,C4 bottom left_x,C4 bottom left_y,C4 bottom right_x,C4 bottom right_y,C4 top left_x,C4 top left_y,C4 top right_x,C4 top right_y,C5 bottom left_x,C5 bottom left_y,C5 bottom right_x,C5 bottom right_y,C5 top left_x,C5 top left_y,C5 top right_x,C5 top right_y,C6 bottom left_x,C6 bottom left_y,C6 bottom right_x,C6 bottom right_y,C6 top left_x,C6 top left_y,C6 top right_x,C6 top right_y,C7 bottom left_x,C7 bottom left_y,C7 bottom right_x,C7 bottom right_y,C7 top left_x,C7 top left_y,C7 top right_x,C7 top right_y
0011036.png,219.65625,385.48437499999994,300.90625,379.23437499999994,262.9139072847682,325.00993377483445,221.8543046357616,481.9635761589404,304.63576158940396,468.7185430463576,224.50331125827813,407.1291390728477,294.25609756097566,391.7439024390244,234.43708609271522,578.6523178807947,313.2450331125828,552.8245033112582,223.841059602649,507.7913907284768,298.46153846153845,479.70512820512823,258.27814569536423,666.0695364238411,339.2307692307692,629.9615384615385,241.05960264900662,601.8311258278145,311.02564102564105,563.8076923076923,292.05298013245033,746.864238410596,375.49668874172187,704.4801324503311,271.52317880794703,683.9503311258278,345.64102564102564,642.525641025641,344.65625,837.046875,421.21875,787.828125,306.6225165562914,767.3940397350993,383.3333333333333,717.3974358974359
0012036.png,250.9173228346457,278.6220472440945,320.2086614173228,259.7244094488189,283.5816326530612,210.91836734693877,266.6666666666667,372.5,338.6111111111111,355.55555555555554,256.234693877551,305.61224489795916,326.03061224489795,280.3061224489796,283.05555555555554,461.38888888888886,358.6111111111111,440.27777777777777,274.1666666666667,398.88888888888886,346.94444444444446,369.72222222222223,298.88888888888886,548.6111111111111,378.0431400282886,526.8528995756719,292.77777777777777,490.8333333333333,364.1666666666667,462.5,313.82814710042436,635.9052333804809,395.1577086280057,611.5770862800566,307.7461103253183,572.963224893918,385.82248939179635,548.0693069306932,339.8937007874016,726.6535433070866,419.4212598425197,699.8818897637794,324.5777934936351,660.0919377652051,406.89745403111743,634.7736916548798
0013036.png,289.9370078740158,399.88188976377955,360.8031496062992,373.8976377952756,324.91752577319585,330.41237113402065,303.80047505938245,478.8598574821853,374.10926365795723,462.23277909738715,297.53846153846155,418.1118881118881,367.69596199524943,387.4109263657957,316.6270783847981,566.7458432304038,390.49881235154396,541.3301662707838,308.78859857482183,499.5249406175772,379.1506849315068,477.945205479452,322.56532066508316,640.3800475059383,409.02612826603325,617.1021377672209,322.8028503562945,585.9857482185273,392.51340996168585,552.8735632183908,330.01776198934283,713.6767317939609,418.1172291296625,693.0728241563055,331.353919239905,657.4821852731592,407.8152753108348,633.03730017762,372.6141732283465,812.4803149606299,446.62992125984255,777.8346456692913,345.2930728241563,739.6092362344583,423.9310344827586,708.6206896551724
0014036.png,339.59375000000006,407.984375,407.56250000000006,381.421875,364.56741573033713,335.9550561797753,362.7139737991267,506.9868995633188,439.278748180495,476.7103347889374,346.71280276816606,434.6020761245675,412.9323144104804,401.31004366812226,387.4592430858807,599.1266375545852,461.84061135371184,572.3435225618632,371.15647743813685,532.3144104803494,445.68340611353716,498.2532751091703,399.68631732168853,689.9563318777292,482.0735080058225,663.6098981077147,394.5917030567686,621.3973799126637,468.245269286754,593.8864628820961,414.24235807860265,774.9636098981077,498.3762736535663,751.9650655021834,405.7998544395925,711.4992721979621,482.80131004366814,681.9505094614265,456.00000000000006,880.640625,539.59375,839.234375,424.2860262008734,805.240174672489,501.5786026200874,767.6855895196506
0015036.png,329.1630434782609,353.2391304347826,412.8586956521739,360.304347826087,383.41232227488155,296.6658767772511,315.4752650176679,460.07067137809184,402.4010600706714,457.24381625441697,329.6095406360424,385.1590106007067,415.2401574803149,392.1259842519685,318.65547703180215,562.190812720848,404.87455830388694,546.9964664310954,316.88869257950535,490.1060070671378,402.4010600706714,473.1448763250883,332.08303886925796,660.4240282685512,420.0689045936396,640.2826855123675,325.0159010600707,592.226148409894,408.4081272084806,566.4310954063604,347.63074204947,755.8303886925795,437.38339222614843,734.2756183745582,338.7968197879859,690.1060070671377,427.53260869565213,663.0217391304348,381.5,859.4166666666666,464.83333333333337,830.25,355.404593639576,784.8056537102474,444.3740157480315,758.267716535433
0016036.png,264.9527559055118,318.77952755905517,334.2440944881889,295.15748031496065,300.5,250.5,278.0669144981413,407.78810408921936,343.4944237918216,387.34200743494426,269.51672862453535,337.1561338289963,338.2899628252788,316.7100371747212,277.9141104294478,491.9631901840491,356.13496932515335,471.717791411043,281.7567567567568,427.9729729729729,344.2567567567568,401.9594594594594,291.1042944785276,575.398773006135,370.5521472392638,557.3006134969326,289.2638036809816,516.5030674846626,359.5092024539877,489.20245398773005,302.358361774744,661.0921501706484,377.27777777777777,641.2037037037037,299.07975460122697,597.4846625766871,366.77966101694915,578.2203389830507,315.3464566929134,755.0,395.6614173228346,730.5905511811023,307.97546012269936,683.0674846625767,381.2883435582822,661.2883435582822
0017036.png,192.50787401574803,273.18503937007875,258.64960629921256,274.7598425196851,234.55405405405406,218.36486486486493,175.3148148148148,364.7962962962963,246.7962962962963,362.5740740740741,188.64814814814815,298.1296296296297,251.24074074074076,292.5740740740741,170.87037037037038,441.462962962963,237.16666666666669,444.4259259259259,176.42592592592592,382.5740740740741,241.24074074074076,380.72222222222223,166.42592592592592,522.5740740740741,230.87037037037035,523.3148148148148,169.75925925925927,467.7592592592593,229.75925925925927,460.35185185185185,160.87037037037038,605.1666666666666,230.5,600.3518518518518,163.46296296296296,544.7962962962963,225.6851851851852,537.0185185185185,174.39763779527556,701.5314960629922,249.98818897637796,679.484251968504,162.72222222222223,632.9444444444445,230.87037037037035,618.1296296296297
0018037.png,236.0625,401.89062499999994,298.5625,411.26562499999994,285.7640449438202,355.0561797752809,218.06481481481487,493.5185185185185,287.50925925925924,493.05555555555554,233.34259259259264,423.6111111111111,294.91666666666674,422.68518518518516,216.9685534591195,587.0345911949685,288.3522012578616,574.1415094339621,216.67592592592595,524.074074074074,286.4654088050315,507.16037735849056,238.9811320754717,675.0849056603773,305.3333333333333,651.1855345911949,223.88679245283018,615.0220125786162,283.38211382113826,587.678861788618,269.7987421383648,758.1037735849055,339.92452830188677,726.0283018867924,250.61635220125785,698.0408805031445,311.0243902439025,665.7276422764228,313.40625,843.296875,372.78125,807.359375,280.17610062893084,773.8270440251572,347.1456310679612,740.0
0019037.png,174.98425196850394,245.41338582677162,244.27559055118104,247.77559055118104,216.30769230769232,198.95104895104896,172.3342939481268,335.73487031700284,243.22766570605185,321.9020172910663,169.45244956772333,274.63976945244957,240.3458213256484,261.38328530259366,180.69164265129683,417.29106628242073,251.87319884726224,401.72910662824205,173.77521613832852,358.21325648414984,244.6685878962536,342.3631123919308,186.45533141210373,493.9481268011527,264.2651296829971,481.2680115273775,184.43804034582132,441.4985590778098,252.16138328530258,419.30835734870317,193.94812680115274,570.028818443804,274.06340057636885,558.5014409221902,190.48991354466858,520.7492795389048,264.4411764705883,499.1911764705883,210.4173228346457,658.7992125984251,292.30708661417316,638.3267716535432,201.44092219020172,598.5590778097983,276.94524495677234,578.0979827089337
0020037.png,334.93700787401576,398.9566929133858,406.59055118110234,376.9094488188976,366.82474226804123,334.97422680412376,339.50515463917526,485.48969072164954,417.340206185567,464.35567010309285,334.8659793814433,419.5103092783506,407.54639175257734,393.7371134020619,344.659793814433,572.0876288659795,422.4948453608247,554.5618556701031,341.5670103092783,501.9845360824743,416.82474226804123,480.8505154639176,344.659793814433,654.5618556701031,429.19587628865975,642.7061855670104,349.6991869918699,592.6829268292684,423.0103092783505,571.0567010309279,350.8453608247423,745.798969072165,437.4432989690722,729.3041237113403,350.51219512195127,676.4227642276422,428.1649484536082,658.6855670103093,378.2440944881889,854.0748031496063,458.5590551181102,823.3661417322834,360.12371134020617,773.118556701031,440.53608247422676,747.860824742268
0021037.png,439.3968253968254,380.2063492063492,514.0,359.5714285714286,473.1145833333333,310.9375,445.5104166666667,469.27083333333337,528.957264957265,449.1452991452992,442.3854166666667,403.125,518.9479166666667,375.0,449.4700854700855,557.2649572649573,534.940170940171,541.4529914529915,448.61538461538464,493.1623931623932,527.6752136752137,470.0854700854701,456.17252396166134,644.9776357827476,546.9073482428115,629.003194888179,457.58974358974365,584.6153846153846,536.0447284345048,563.188498402556,465.11821086261983,736.670926517572,554.2555910543131,720.6964856230032,464.1597444089457,672.1341853035144,547.3333333333333,651.6666666666667,487.80952380952374,838.9365079365081,575.6666666666666,815.8333333333334,476.30031948881793,770.2172523961661,561.2843450479234,736.670926517572
0022037.png,384.87301587301585,388.93650793650795,455.50793650793656,384.96825396825403,427.9080459770115,321.8045977011494,371.0114942528735,482.7241379310345,453.7701149425287,482.14942528735634,381.9310344827586,414.3333333333333,456.0689655172414,402.8390804597701,356.0689655172414,587.3218390804598,439.69444444444446,587.5,368.1379310344828,513.7586206896551,450.80555555555554,507.5,353.3333333333333,689.4615384615383,438.974358974359,678.6923076923076,357.94871794871796,621.7692307692307,434.61538461538464,604.5897435897435,362.3076923076923,789.9743589743589,446.4102564102564,764.5897435897435,355.3846153846154,723.3076923076923,435.8974358974359,696.1282051282051,403.12698412698415,896.0793650793652,486.4603174603175,850.8412698412699,372.05128205128204,824.3333333333333,451.7948717948718,779.9743589743589
0023037.png,249.3730158730158,392.31746031746036,334.2936507936507,383.5873015873016,297.3888888888889,322.5982905982906,251.23504273504273,497.38461538461536,339.69658119658123,487.1282051282051,255.93589743589746,420.034188034188,332.85897435897436,401.2307692307692,248.67094017094018,601.2307692307692,343.11538461538464,592.6837606837606,254.22649572649573,530.7179487179487,333.80281690140845,509.8169014084507,253.79914529914532,711.0598290598291,355.0811965811966,693.5384615384615,254.22649572649573,646.5299145299145,341.4059829059829,619.1794871794872,276.056338028169,821.0845070422536,372.887323943662,792.9154929577466,265.84507042253523,755.2394366197183,358.4507042253521,720.7323943661972,321.5952380952381,933.5873015873017,412.8650793650793,896.2857142857143,290.84507042253523,861.2253521126761,380.63380281690144,818.6197183098592
0024037.png,266.31102362204723,341.68897637795277,322.2165354330709,325.15354330708664,292.5841121495327,282.7056074766355,274.20338983050846,429.135593220339,334.79661016949154,406.2542372881356,268.271186440678,363.45762711864404,324.6271186440678,341.8474576271186,291.5762711864407,509.64406779661016,350.0508474576271,483.79661016949154,277.59322033898303,453.7118644067797,334.3728813559322,423.20338983050846,316.03846153846155,590.9090909090909,374.77972027972027,563.2867132867133,303.0169491525424,530.4067796610169,353.864406779661,501.59322033898303,331.469696969697,665.3181818181818,395.0594405594406,639.8601398601398,322.33216783216784,604.1958041958043,377.53030303030306,580.4696969696969,362.3740157480316,746.4133858267718,424.57874015748035,716.4921259842521,339.465034965035,683.2167832167833,401.0034965034965,653.4965034965036
0025037.png,325.23809523809524,341.43650793650795,399.8412698412698,344.61111111111114,369.52991452991455,288.41452991452985,318.6752136752137,439.2692307692307,395.1709401709402,432.8589743589743,329.35897435897436,372.1752136752136,402.72727272727275,370.45454545454544,317.3931623931624,531.5769230769231,397.7350427350427,518.7564102564103,323.3760683760684,467.47435897435895,394.3939393939394,455.30303030303025,325.51282051282055,614.9102564102565,399.44444444444446,603.7991452991454,322.52136752136755,562.3461538461539,395.5982905982906,534.9957264957266,331.4957264957265,706.7905982905984,412.69230769230774,683.7136752136753,328.93162393162396,641.4059829059829,400.2991452991453,620.8931623931625,367.3015873015873,799.3730158730159,442.6984126984127,765.2460317460317,340.4700854700855,732.431623931624,416.11111111111114,697.8162393162394
0026037.png,318.0,287.7,391.6,292.5,370.4280155642024,232.67898832684824,302.72373540856034,377.4260700389105,382.4902723735409,374.3132295719844,314.3968871595331,312.8346303501945,387.15953307393,305.0525291828793,298.0544747081712,466.14202334630346,378.5992217898833,461.4727626459144,301.55642023346303,408.1653696498054,376.26459143968873,392.6011673151751,304.66926070038915,553.6906614785993,383.65758754863816,546.6867704280156,303.1128404669261,501.93968871595325,377.43190661478604,479.37159533073924,316.73151750972767,651.7451361867704,392.99610894941634,632.6789883268483,308.5603112840467,585.9863813229572,380.2290076335878,565.4618320610687,348.4,754.9,420.6870229007633,720.4236641221373,327.23735408560316,679.3715953307393,403.89312977099235,648.6679389312976
0027038.png,241.16666666666666,409.8484848484848,313.7857142857143,378.0317460317461,270.0729166666667,345.28124999999994,268.5104166666667,507.26041666666663,347.6770833333333,473.40624999999994,253.92708333333331,431.21874999999994,324.2395833333333,394.76041666666663,277.8854166666667,597.8854166666667,369.03125,571.84375,278.40625,528.6145833333334,355.560606060606,500.75757575757575,292.46875,695.28125,385.1770833333333,674.96875,291.9479166666667,627.0520833333334,377.8854166666667,596.84375,306.0104166666667,794.7604166666667,396.6354166666667,780.1770833333334,305.4895833333333,722.8854166666667,385.8636363636364,705.3030303030303,336.00793650793656,913.7460317460318,422.9848484848485,884.8484848484848,317.46875,830.6979166666667,399.7604166666667,802.5729166666667
0028038.png,429.4126984126985,370.09523809523813,504.01587301587307,356.60317460317464,466.34482758620686,307.4712643678161,434.735632183908,459.7701149425287,510.59770114942535,451.7241379310345,430.71264367816093,395.97701149425285,508.8735632183908,374.71264367816093,436.45977011494256,551.1494252873563,515.848484848485,540.1515151515151,431.8620689655172,486.2068965517241,511.7471264367816,474.13793103448273,442.2068965517242,645.4022988505748,520.3678160919541,629.3103448275862,433.0114942528736,581.0344827586207,515.1954022988506,562.6436781609195,455.42528735632186,733.3333333333334,537.0344827586207,717.2413793103449,448.52873563218395,669.5402298850574,523.2413793103449,648.2758620689655,473.85714285714283,837.5555555555557,561.1587301587301,813.7460317460318,462.3157894736842,763.0526315789474,541.6060606060607,740.9090909090909
0029038.png,375.0,339.0555555555556,440.8730158730158,304.92857142857144,396.6145833333333,264.4895833333333,392.4479166666667,411.3645833333333,471.09375000000006,383.76041666666663,381.5104166666667,353.03124999999994,452.34375000000006,322.82291666666663,416.9270833333333,491.0520833333333,496.09375000000006,463.96874999999994,400.2604166666667,432.71874999999994,477.8645833333333,399.90624999999994,434.6354166666667,569.1770833333334,516.9270833333334,550.9479166666667,428.3854166666667,513.96875,502.34375000000006,487.9270833333333,444.2307692307693,641.2587412587413,532.0312500000001,626.46875,442.4479166666667,590.53125,519.6969696969696,574.2424242424242,455.95238095238096,725.563492063492,541.6666666666666,708.8968253968254,447.1354166666667,666.5729166666667,530.3030303030303,646.9696969696969
0030038.png,293.0238095238096,314.33333333333337,354.13492063492066,288.14285714285717,307.6452991452992,246.15384615384616,308.92735042735046,408.54700854700855,379.01282051282055,382.4786324786325,295.2521367521368,332.05128205128204,359.35470085470087,304.70085470085473,321.4788732394366,504.5774647887324,399.6478873239437,480.98591549295776,312.32394366197184,429.92957746478874,385.21126760563385,404.92957746478874,338.7323943661972,597.1830985915493,418.3098591549296,570.774647887324,329.5774647887324,527.8169014084507,402.46478873239437,501.056338028169,353.16901408450707,678.8732394366198,432.74242424242425,664.3333333333334,344.71830985915494,616.5492957746479,422.887323943662,588.7323943661972,371.59523809523813,784.1746031746032,450.9603174603175,761.1587301587302,357.74242424242425,707.5151515151515,431.9848484848485,689.3333333333334
0031038.png,305.7222222222222,425.44444444444446,377.94444444444446,405.60317460317464,337.13247863247864,349.1452991452992,314.482905982906,527.3504273504274,396.53418803418805,508.5470085470086,308.92735042735046,450.42735042735046,378.1581196581197,420.94017094017096,325.1666666666667,626.0683760683761,409.7820512820513,608.1196581196582,319.1837606837607,552.991452991453,395.6794871794872,524.7863247863248,336.70512820512823,722.2222222222223,432.85897435897436,707.2649572649573,332.43162393162396,656.4102564102565,412.34615384615387,626.4957264957266,356.7905982905983,823.0769230769231,443.11538461538464,805.5555555555557,343.54273504273505,749.1452991452992,429.86752136752136,724.7863247863248,391.43650793650795,936.5555555555557,476.4292929292929,899.4343434343435,367.9017094017094,856.8376068376069,447.8162393162393,822.2222222222223
0032038.png,127.68253968253964,368.50793650793656,210.22222222222217,355.80952380952385,167.94791666666666,292.15624999999994,135.13541666666666,466.1145833333333,212.21874999999997,449.44791666666663,132.01041666666666,395.8020833333333,211.1770833333333,377.57291666666663,141.38541666666666,561.4270833333334,220.5520833333333,546.3229166666667,141.90624999999997,493.19791666666663,215.8645833333333,476.01041666666663,147.1145833333333,653.09375,228.88541666666666,642.6770833333334,147.1145833333333,592.6770833333334,224.71874999999997,571.84375,147.1145833333333,745.8020833333334,235.65624999999997,736.9479166666667,150.2395833333333,681.21875,230.96874999999997,666.1145833333334,164.98412698412693,858.1904761904763,248.31746031746025,838.3492063492064,155.44791666666666,779.1354166666667,236.1770833333333,761.4270833333334
0033038.png,262.69841269841265,357.1904761904762,326.5151515151515,357.51515151515156,313.4433962264151,308.9622641509434,244.57547169811318,440.0943396226415,308.25471698113205,438.6792452830189,256.83962264150944,378.3018867924528,320.4545454545454,377.21212121212125,246.07046070460706,534.959349593496,312.4661246612466,517.8861788617886,244.44444444444446,468.02168021680217,304.6070460704607,456.0975609756098,250.67750677506774,617.0731707317074,324.390243902439,600.2710027100271,247.96747967479675,557.7235772357724,312.73712737127374,535.2303523035231,261.24661246612465,698.3739837398374,337.66937669376694,678.0487804878048,252.84552845528455,648.2384823848239,325.47425474254743,619.5121951219512,287.30158730158723,781.7936507936508,361.9047619047619,754.0158730158731,269.1056910569106,724.6612466124661,339.8373983739837,697.289972899729
0034038.png,262.66666666666663,400.8412698412699,336.4761904761905,385.7619047619048,300.0598290598291,331.19658119658123,270.14529914529913,496.1538461538462,350.0598290598291,479.0598290598291,266.7264957264957,422.6495726495727,339.8034188034188,404.70085470085473,276.982905982906,587.6068376068376,355.1880341880342,569.6581196581197,273.13675213675214,518.8034188034188,349.63247863247864,496.5811965811966,275.70085470085473,668.3760683760684,363.3076923076923,655.1282051282052,275.2735042735043,607.6923076923077,353.9059829059829,585.8974358974359,284.6752136752137,756.4102564102565,365.87179487179486,741.0256410256411,281.6837606837607,694.0170940170941,361.5982905982906,673.0769230769231,321.3968253968254,860.3650793650795,398.3809523809523,827.8253968253969,296.64102564102564,789.7435897435898,370.14529914529913,755.982905982906
0035038.png,272.7142857142857,321.00793650793656,352.87301587301585,316.2460317460318,333.5665236051502,246.3519313304721,256.7424892703863,414.59227467811155,339.14592274678114,413.7339055793991,270.04721030042924,342.48927038626607,346.0128755364807,336.48068669527896,243.00858369098714,508.58369098712444,328.41630901287556,508.58369098712444,251.59227467811158,444.20600858369096,334.85407725321886,436.48068669527896,237.42918454935622,610.3004291845493,327.1287553648069,600.4291845493563,238.28755364806867,540.3433476394849,321.97854077253214,527.8969957081545,241.72103004291844,703.862660944206,326.69957081545067,689.2703862660944,236.57081545064378,639.0557939914163,320.587786259542,619.8053435114504,263.98412698412704,805.1349206349206,347.3174603174603,780.531746031746,249.8755364806867,734.3347639484979,327.55793991416306,707.2961373390558
0036039.png,197.62204724409446,439.32677165354335,268.48818897637796,409.40551181102364,226.57009345794393,361.6775700934579,228.4392523364486,534.5747663551402,300.28205128205127,497.00854700854705,208.34579439252337,462.61214953271025,274.0,425.6374045801527,249.46728971962614,616.3504672897196,336.60683760683764,581.6239316239316,238.2523364485981,552.3317757009346,316.94871794871796,518.3760683760684,267.22429906542055,691.1168224299065,354.55555555555554,664.957264957265,257.41121495327104,627.0981308411215,340.8803418803419,600.0,281.7102803738318,767.7523364485982,367.8034188034188,749.1452991452992,273.29906542056074,707.0046728971963,359.6837606837607,685.4700854700856,302.3464566929134,859.0118110236222,387.38582677165357,834.6023622047245,287.31775700934577,792.518691588785,376.43902439024384,773.0121951219511
